Location Indicator,Location,Price,Rooms,Bathrooms,Car Parks,Property Type Indicator,Property Type,Furnishing Indicator,Furnishing,SizeType Indicator,SizeType,SizeValue
40,KLCC,1930000,2,2,1,81,Serviced Residence (Duplex),0,Fully Furnished,0,Built-up,1426
47,Kuchai Lama,870000,2,3,2,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1733
71,Sri Petaling,495000,3,2,2,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1064
19,Cheras,2900000,3,6,0,48,Bungalow (Intermediate),2,Unfurnished,1,Land area,6800
2,Ampang,515000,3,1,1,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,645
19,Cheras,1180000,2.5,3,0,79,Serviced Residence,1,Partly Furnished,0,Built-up,2100
64,Sentul,985000,3,3,1,59,Condominium (Intermediate),0,Fully Furnished,0,Built-up,1187
31,Jalan Ipoh,2050000,3,6,0,73,Semi-detached House,2,Unfurnished,1,Land area,8316
19,Cheras,4000000,3,4,0,44,Bungalow,1,Partly Furnished,1,Land area,6850
40,KLCC,1180000,1,1,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,635
62,Salak Selatan,664224,3,2,2,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,1121
14,Bukit Jalil,5380000,3,6,0,44,Bungalow,1,Partly Furnished,1,Land area,7000
19,Cheras,399000,3,2,1,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1060
19,Cheras,319000,3,2,1,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,987
19,Cheras,528000,2,2,2,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1044
2,Ampang,688000,3,2,1,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,850
12,Bukit Bintang,1180000,3,2,1,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,1070
12,Bukit Bintang,635000,3,1,0,79,Serviced Residence,0,Fully Furnished,0,Built-up,574
19,Cheras,2300000,3,5,0,45,Bungalow (Corner),1,Partly Furnished,1,Land area,6000
19,Cheras,3400000,3,5,0,48,Bungalow (Intermediate),0,Fully Furnished,1,Land area,6000
47,Kuchai Lama,298000,3,2,1,59,Condominium (Intermediate),3,Unknown,1,Land area,900
32,Jalan Klang Lama (Old Klang Road),510000,2,2,1,79,Serviced Residence,1,Partly Furnished,0,Built-up,933
76,Taman Desa,303000,3,2,1,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,714
39,KL Sentral,1080000,3,2,1,55,Condominium,0,Fully Furnished,0,Built-up,1436
37,KL City,450000,3,2,1,55,Condominium,1,Partly Furnished,0,Built-up,865
32,Jalan Klang Lama (Old Klang Road),510000,2,2,1,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,933
76,Taman Desa,1248000,3,3,0,12,2-sty Terrace/Link House (Intermediate),2,Unfurnished,1,Land area,1870
32,Jalan Klang Lama (Old Klang Road),550000,3,2,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,680
39,KL Sentral,2200000,2,5,2,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,1873
39,KL Sentral,5047350,3,6,0,80,Serviced Residence (Corner),3,Unknown,0,Built-up,2982
39,KL Sentral,5166950,2.5,6,0,80,Serviced Residence (Corner),2,Unfurnished,0,Built-up,3283
39,KL Sentral,5129000,3,6,0,80,Serviced Residence (Corner),2,Unfurnished,0,Built-up,3143
39,KL Sentral,4718450,3,6,0,80,Serviced Residence (Corner),2,Unfurnished,0,Built-up,2949
39,KL Sentral,1950000,1.5,4,2,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,1485
3,Ampang Hilir,2500000,2,3,3,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1744
25,Desa ParkCity,5300000,2.5,5,3,48,Bungalow (Intermediate),2,Unfurnished,0,Built-up,4500
3,Ampang Hilir,2500000,3,6,0,45,Bungalow (Corner),2,Unfurnished,1,Land area,7500
10,Batu Caves,600000,3,2,2,79,Serviced Residence,1,Partly Furnished,0,Built-up,1125
77,Taman Duta,8000000,3,7,0,44,Bungalow,2,Unfurnished,1,Land area,18687
40,KLCC,1450000,3,1,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,923
39,KL Sentral,2150000,1.5,3,1,79,Serviced Residence,1,Partly Furnished,0,Built-up,1625
40,KLCC,1967750,2.5,5,0,55,Condominium,0,Fully Furnished,0,Built-up,2315
40,KLCC,2300000,3,2,1,79,Serviced Residence,2,Unfurnished,0,Built-up,1076
40,KLCC,3400000,3,2,0,79,Serviced Residence,2,Unfurnished,0,Built-up,1114
40,KLCC,4375000,1.5,2,2,79,Serviced Residence,2,Unfurnished,0,Built-up,1786
8,Bangsar,1350000,3,2,1,79,Serviced Residence,2,Unfurnished,0,Built-up,1096
23,Damansara Heights,1865760,1,2,0,79,Serviced Residence,1,Partly Furnished,0,Built-up,1152
40,KLCC,5000000,2,4,0,79,Serviced Residence,2,Unfurnished,0,Built-up,3897
40,KLCC,1415700,1,1,0,79,Serviced Residence,0,Fully Furnished,0,Built-up,850
40,KLCC,3000000,3,2,1,79,Serviced Residence,2,Unfurnished,0,Built-up,1195
40,KLCC,2300000,1,2,1,79,Serviced Residence,2,Unfurnished,0,Built-up,1076
40,KLCC,1450000,3,1,0,79,Serviced Residence,0,Fully Furnished,0,Built-up,923
40,KLCC,3000000,1.5,2,0,79,Serviced Residence,1,Partly Furnished,0,Built-up,1459
40,KLCC,2174400,3,2,0,79,Serviced Residence,0,Fully Furnished,0,Built-up,1300
40,KLCC,2532600,3,1,0,79,Serviced Residence,0,Fully Furnished,0,Built-up,1490
37,KL City,1600000,3,2,0,79,Serviced Residence,2,Unfurnished,0,Built-up,1012
8,Bangsar,1439536,3,2,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,1076
82,Taman Tun Dr Ismail,2000000,3,3,0,8,2-sty Terrace/Link House,1,Partly Furnished,0,Built-up,1900
19,Cheras,450000,3,2,2,59,Condominium (Intermediate),2,Unfurnished,0,Built-up,1018
14,Bukit Jalil,538000,3,3,2,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1003
72,Sungai Besi,387000,3,2,2,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,650
50,Mont Kiara,1750000,2.5,5,0,55,Condominium,0,Fully Furnished,0,Built-up,2735
10,Batu Caves,393660,3,2,0,83,Serviced Residence (Intermediate),2,Unfurnished,0,Built-up,1125
26,Desa Petaling,120000,3,1,0,64,Flat,1,Partly Furnished,0,Built-up,550
88,Wangsa Maju,420000,2,3,1,55,Condominium,2,Unfurnished,0,Built-up,1267
27,Dutamas,1350000,2,5,2,55,Condominium,0,Fully Furnished,0,Built-up,1876
27,Dutamas,1038000,2,4,2,55,Condominium,0,Fully Furnished,0,Built-up,1709
27,Dutamas,1038000,2,4,2,55,Condominium,0,Fully Furnished,0,Built-up,1709
27,Dutamas,1169000,2,4,2,55,Condominium,1,Partly Furnished,0,Built-up,2018
27,Dutamas,1140000,2,4,2,55,Condominium,1,Partly Furnished,0,Built-up,2081
2,Ampang,520000,3,1,0,79,Serviced Residence,0,Fully Furnished,0,Built-up,948
5,Bandar Menjalara,348000,3,2,0,79,Serviced Residence,1,Partly Furnished,0,Built-up,981
5,Bandar Menjalara,349999,3,2,0,79,Serviced Residence,1,Partly Furnished,0,Built-up,903
42,Kepong,478000,3,2,4,4,1.5-sty Terrace/Link House,2,Unfurnished,0,Built-up,1430
42,Kepong,440000,3,2,0,2,1-sty Terrace/Link House (EndLot),1,Partly Furnished,0,Built-up,1430
33,Jalan Kuching,419999,3,2,0,55,Condominium,1,Partly Furnished,0,Built-up,1100
33,Jalan Kuching,418000,3,2,0,55,Condominium,1,Partly Furnished,0,Built-up,1050
33,Jalan Kuching,400000,3,2,1,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1100
42,Kepong,450000,3,2,0,2,1-sty Terrace/Link House (EndLot),1,Partly Furnished,0,Built-up,1430
42,Kepong,450000,3,2,0,2,1-sty Terrace/Link House (EndLot),1,Partly Furnished,0,Built-up,1430
33,Jalan Kuching,420000,3,2,0,55,Condominium,1,Partly Furnished,0,Built-up,1050
33,Jalan Kuching,400000,3,2,0,55,Condominium,1,Partly Furnished,0,Built-up,1050
2,Ampang,900000,2,3,2,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,1570
32,Jalan Klang Lama (Old Klang Road),530000,3,2,1,56,Condominium (Corner),2,Unfurnished,0,Built-up,1350
32,Jalan Klang Lama (Old Klang Road),410000,3,2,1,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1010
43,Keramat,395000,3,2,1,56,Condominium (Corner),1,Partly Furnished,1,Land area,912
50,Mont Kiara,1300000,3,3,0,55,Condominium,1,Partly Furnished,0,Built-up,2174
50,Mont Kiara,1300000,3,3,0,55,Condominium,1,Partly Furnished,0,Built-up,2174
50,Mont Kiara,1300000,3,3,0,55,Condominium,1,Partly Furnished,0,Built-up,2174
27,Dutamas,1600000,2.5,3,3,55,Condominium,1,Partly Furnished,0,Built-up,3020
27,Dutamas,1600000,2.5,3,3,55,Condominium,1,Partly Furnished,0,Built-up,3020
27,Dutamas,1130000,3,4,3,55,Condominium,1,Partly Furnished,0,Built-up,1799
63,Segambut,340000,3,2,1,40,Apartment (Intermediate),1,Partly Furnished,0,Built-up,1049
40,KLCC,1818500,3,3,0,55,Condominium,2,Unfurnished,0,Built-up,2249
19,Cheras,490000,3,2,2,55,Condominium,2,Unfurnished,0,Built-up,1018
20,City Centre,2599,3,2,0,55,Condominium,0,Fully Furnished,0,Built-up,1211
2,Ampang,630000,3,2,1,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,850
67,Setapak,930000,2,3,2,55,Condominium,2,Unfurnished,0,Built-up,1524
67,Setapak,1100000,2,3,2,56,Condominium (Corner),2,Unfurnished,0,Built-up,1746
67,Setapak,950000,2,3,2,56,Condominium (Corner),2,Unfurnished,0,Built-up,1680
67,Setapak,950000,3,3,2,55,Condominium,2,Unfurnished,0,Built-up,1680
67,Setapak,830000,2,3,0,55,Condominium,2,Unfurnished,0,Built-up,1440
67,Setapak,800000,3,3,2,55,Condominium,2,Unfurnished,0,Built-up,1368
67,Setapak,830000,3,3,2,55,Condominium,2,Unfurnished,0,Built-up,1440
67,Setapak,1071630,3,3,0,55,Condominium,2,Unfurnished,0,Built-up,1746
67,Setapak,1436000,3,3,0,55,Condominium,2,Unfurnished,0,Built-up,2646
14,Bukit Jalil,485000,3,2,1,40,Apartment (Intermediate),1,Partly Furnished,0,Built-up,1116
14,Bukit Jalil,1880000,2.5,5,4,56,Condominium (Corner),1,Partly Furnished,0,Built-up,2400
14,Bukit Jalil,960000,2,3,2,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1440
14,Bukit Jalil,455000,1.5,2,1,37,Apartment (Corner),0,Fully Furnished,0,Built-up,1018
14,Bukit Jalil,470000,3,2,1,37,Apartment (Corner),1,Partly Furnished,0,Built-up,1018
14,Bukit Jalil,1150000,3,4,2,17,2.5-sty Terrace/Link House (Intermediate),1,Partly Furnished,1,Land area,2270
32,Jalan Klang Lama (Old Klang Road),290000,3,2,1,37,Apartment (Corner),1,Partly Furnished,0,Built-up,850
14,Bukit Jalil,695000,3,3,0,37,Apartment (Corner),2,Unfurnished,0,Built-up,2000
14,Bukit Jalil,465000,3,2,1,40,Apartment (Intermediate),1,Partly Furnished,0,Built-up,1000
14,Bukit Jalil,1110000,3,2,2,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,1254
14,Bukit Jalil,440000,3,2,1,37,Apartment (Corner),1,Partly Furnished,0,Built-up,1018
14,Bukit Jalil,720000,3,2,2,80,Serviced Residence (Corner),2,Unfurnished,0,Built-up,969
14,Bukit Jalil,1488000,2,3,2,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1700
14,Bukit Jalil,500000,3,1,1,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,667
51,OUG,3600000,3,6,2,44,Bungalow,0,Fully Furnished,0,Built-up,5800
51,OUG,1400000,2.5,3,1,8,2-sty Terrace/Link House,1,Partly Furnished,0,Built-up,3000
51,OUG,3850000,3.5,4,3,44,Bungalow,0,Fully Furnished,1,Land area,4900
14,Bukit Jalil,1500000,3,5,2,19,3-sty Terrace/Link House,1,Partly Furnished,0,Built-up,3100
14,Bukit Jalil,1500000,2.5,4,2,19,3-sty Terrace/Link House,1,Partly Furnished,0,Built-up,2800
14,Bukit Jalil,2350000,3.5,5,2,20,3-sty Terrace/Link House (Corner),0,Fully Furnished,1,Land area,4600
14,Bukit Jalil,980000,2,2,2,55,Condominium,1,Partly Furnished,0,Built-up,1513
14,Bukit Jalil,1144000,3,1,2,55,Condominium,0,Fully Furnished,0,Built-up,1508
14,Bukit Jalil,1300000,2,3,2,55,Condominium,1,Partly Furnished,0,Built-up,1700
14,Bukit Jalil,3600,2,3,2,55,Condominium,1,Partly Furnished,0,Built-up,1420
14,Bukit Jalil,1350000,2,3,2,55,Condominium,1,Partly Furnished,0,Built-up,1420
14,Bukit Jalil,975000,2,3,2,55,Condominium,1,Partly Furnished,0,Built-up,1440
14,Bukit Jalil,1350000,3,3,2,55,Condominium,1,Partly Furnished,0,Built-up,1678
14,Bukit Jalil,650000,3,2,2,79,Serviced Residence,2,Unfurnished,0,Built-up,791
14,Bukit Jalil,495000,1,1,1,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,667
14,Bukit Jalil,2600000,3,6,4,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,4100
14,Bukit Jalil,688000,1,1,1,79,Serviced Residence,1,Partly Furnished,0,Built-up,721
14,Bukit Jalil,720000,3,2,0,80,Serviced Residence (Corner),2,Unfurnished,0,Built-up,855
14,Bukit Jalil,1780000,3,3,2,56,Condominium (Corner),1,Partly Furnished,0,Built-up,2700
14,Bukit Jalil,2800000,3,5,0,63,Condominium (Triplex),2,Unfurnished,0,Built-up,4344
40,KLCC,1800000,2.5,5,2,55,Condominium,0,Fully Furnished,0,Built-up,2615
2,Ampang,640000,3,2,1,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,856
2,Ampang,1180000,3,2,2,80,Serviced Residence (Corner),0,Fully Furnished,0,Built-up,1211
2,Ampang,750000,3,2,2,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,950
2,Ampang,950000,3,3,2,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,1200
2,Ampang,490000,3,1,1,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,570
14,Bukit Jalil,535000,3,2,2,59,Condominium (Intermediate),2,Unfurnished,1,Land area,1003
40,KLCC,1150000,3,1,0,79,Serviced Residence,2,Unfurnished,0,Built-up,1103
86,Titiwangsa,2080000,3,4,3,77,Semi-detached House (Intermediate),1,Partly Furnished,1,Land area,3568
2,Ampang,600000,3,2,1,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1485
17,Bukit Tunku (Kenny Hills),6900000,3.5,6,6,48,Bungalow (Intermediate),1,Partly Furnished,1,Land area,7800
23,Damansara Heights,6980000,3.5,6,3,48,Bungalow (Intermediate),1,Partly Furnished,1,Land area,7000
17,Bukit Tunku (Kenny Hills),8500000,2.5,6,0,45,Bungalow (Corner),1,Partly Furnished,1,Land area,20560
28,Federal Hill,8000000,3.5,7,6,48,Bungalow (Intermediate),1,Partly Furnished,1,Land area,8000
17,Bukit Tunku (Kenny Hills),6200000,3,6,4,45,Bungalow (Corner),1,Partly Furnished,1,Land area,4200
23,Damansara Heights,7000000,2.5,3,0,48,Bungalow (Intermediate),1,Partly Furnished,1,Land area,6000
67,Setapak,676000,2,3,2,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1362
14,Bukit Jalil,580000,3,2,2,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1073
20,City Centre,560000,3,2,2,55,Condominium,2,Unfurnished,0,Built-up,1567
23,Damansara Heights,4480000,3,7,5,44,Bungalow,2,Unfurnished,1,Land area,6360
20,City Centre,470000,3,1,2,55,Condominium,1,Partly Furnished,0,Built-up,1196
76,Taman Desa,575000,3,2,1,55,Condominium,2,Unfurnished,0,Built-up,1216
40,KLCC,1000000,1.5,2,0,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,811
40,KLCC,800000,1.5,2,1,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,744
40,KLCC,880000,3,2,0,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,777
40,KLCC,980000,3,2,0,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,777
40,KLCC,1000000,1.5,2,1,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,811
40,KLCC,1050000,1.5,2,1,80,Serviced Residence (Corner),0,Fully Furnished,0,Built-up,820
2,Ampang,1950000,2,3,3,82,Serviced Residence (EndLot),1,Partly Furnished,0,Built-up,1653
50,Mont Kiara,3000000,3,5,2,73,Semi-detached House,2,Unfurnished,1,Land area,4284
27,Dutamas,480000,3,2,1,55,Condominium,1,Partly Furnished,0,Built-up,1100
27,Dutamas,480000,3,2,1,55,Condominium,1,Partly Furnished,0,Built-up,1100
47,Kuchai Lama,798000,3,6,2,60,Condominium (Penthouse),2,Unfurnished,0,Built-up,2387
27,Dutamas,520000,3,2,2,55,Condominium,2,Unfurnished,0,Built-up,1100
27,Dutamas,488000,3,2,1,55,Condominium,2,Unfurnished,0,Built-up,1100
27,Dutamas,560000,3,2,4,55,Condominium,0,Fully Furnished,0,Built-up,1100
42,Kepong,268000,3,2,0,64,Flat,2,Unfurnished,0,Built-up,896
27,Dutamas,568000,3,2,1,55,Condominium,0,Fully Furnished,0,Built-up,1100
50,Mont Kiara,1930000,3,7,2,23,3-sty Terrace/Link House (Intermediate),1,Partly Furnished,0,Built-up,4100
31,Jalan Ipoh,1930000,3,7,2,19,3-sty Terrace/Link House,1,Partly Furnished,0,Built-up,2400
50,Mont Kiara,1820000,2.5,4,2,55,Condominium,2,Unfurnished,0,Built-up,2163
40,KLCC,1200000,1.5,2,0,79,Serviced Residence,0,Fully Furnished,0,Built-up,744
40,KLCC,970000,2,3,1,55,Condominium,0,Fully Furnished,0,Built-up,1453
40,KLCC,680000,3,2,1,55,Condominium,0,Fully Furnished,0,Built-up,907
40,KLCC,1200000,3,2,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,1044
40,KLCC,1100000,3,1,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,1141
40,KLCC,1100000,3,1,1,55,Condominium,0,Fully Furnished,0,Built-up,850
40,KLCC,1200000,3,2,2,55,Condominium,0,Fully Furnished,0,Built-up,1065
47,Kuchai Lama,225000,3,2,0,67,Flat (Intermediate),0,Fully Furnished,0,Built-up,876
70,Sri Hartamas,450000,3,1,0,79,Serviced Residence,0,Fully Furnished,0,Built-up,500
8,Bangsar,1100000,3,3,1,59,Condominium (Intermediate),0,Fully Furnished,0,Built-up,1248
50,Mont Kiara,860000,3,2,0,55,Condominium,1,Partly Furnished,0,Built-up,1390
3,Ampang Hilir,4669000,2.5,4,2,55,Condominium,2,Unfurnished,0,Built-up,3531
3,Ampang Hilir,4200000,2.5,4,2,55,Condominium,2,Unfurnished,0,Built-up,3563
3,Ampang Hilir,5238000,2.5,4,2,55,Condominium,0,Fully Furnished,0,Built-up,3563
32,Jalan Klang Lama (Old Klang Road),746000,2,2,2,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,1094
2,Ampang,2700,3,2,0,59,Condominium (Intermediate),1,Partly Furnished,0,Built-up,1400
50,Mont Kiara,630000,3,2,0,55,Condominium,2,Unfurnished,0,Built-up,931
67,Setapak,430000,3,2,1,83,Serviced Residence (Intermediate),1,Partly Furnished,0,Built-up,1095
67,Setapak,390000,3,2,1,83,Serviced Residence (Intermediate),2,Unfurnished,0,Built-up,1009
67,Setapak,360000,3,2,2,83,Serviced Residence (Intermediate),2,Unfurnished,0,Built-up,859
50,Mont Kiara,1200000,2,3,2,55,Condominium,2,Unfurnished,0,Built-up,1641
67,Setapak,570000,3,2,2,79,Serviced Residence,1,Partly Furnished,0,Built-up,1260
67,Setapak,550000,3,2,2,79,Serviced Residence,2,Unfurnished,0,Built-up,1260
50,Mont Kiara,2890000,3,7,3,55,Condominium,2,Unfurnished,0,Built-up,3729
50,Mont Kiara,2850000,2.5,6,0,55,Condominium,2,Unfurnished,0,Built-up,3668
2,Ampang,720000,3,2,1,79,Serviced Residence,2,Unfurnished,0,Built-up,953
50,Mont Kiara,660000,3,1,0,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,743
14,Bukit Jalil,480000,3,2,1,40,Apartment (Intermediate),0,Fully Furnished,0,Built-up,996
71,Sri Petaling,450000,3,2,1,59,Condominium (Intermediate),0,Fully Furnished,0,Built-up,1120
3,Ampang Hilir,3300000,2.5,6,2,55,Condominium,2,Unfurnished,0,Built-up,3563
23,Damansara Heights,7231000,3,6,6,84,Serviced Residence (Penthouse),1,Partly Furnished,0,Built-up,4478
23,Damansara Heights,2020000,1.5,3,2,79,Serviced Residence,1,Partly Furnished,0,Built-up,1668
23,Damansara Heights,1620000,1,2,1,79,Serviced Residence,1,Partly Furnished,0,Built-up,1194
3,Ampang Hilir,6500000,2.5,6,4,60,Condominium (Penthouse),2,Unfurnished,0,Built-up,6491
3,Ampang Hilir,7234000,2.5,6,4,60,Condominium (Penthouse),2,Unfurnished,0,Built-up,5834
3,Ampang Hilir,7150000,2.5,6,4,60,Condominium (Penthouse),2,Unfurnished,0,Built-up,5834
19,Cheras,678000,3,3,2,8,2-sty Terrace/Link House,1,Partly Furnished,1,Land area,1080
40,KLCC,2210000,3,2,2,55,Condominium,0,Fully Furnished,0,Built-up,1464
19,Cheras,588000,3,2,1,55,Condominium,1,Partly Furnished,0,Built-up,1461
19,Cheras,598000,3,2,1,55,Condominium,1,Partly Furnished,0,Built-up,1461
10,Batu Caves,168000,3,1,0,67,Flat (Intermediate),2,Unfurnished,1,Land area,720
67,Setapak,430000,3,2,2,55,Condominium,1,Partly Furnished,0,Built-up,1182
67,Setapak,600000,2,2,0,55,Condominium,1,Partly Furnished,0,Built-up,1550
67,Setapak,545000,3,2,0,55,Condominium,1,Partly Furnished,0,Built-up,1313
67,Setapak,578000,3,2,0,55,Condominium,1,Partly Furnished,0,Built-up,1313
67,Setapak,500000,3,2,0,55,Condominium,1,Partly Furnished,0,Built-up,1328
67,Setapak,580000,3,2,0,55,Condominium,1,Partly Furnished,0,Built-up,1313
19,Cheras,538000,3,2,2,56,Condominium (Corner),0,Fully Furnished,0,Built-up,1300
40,KLCC,850000,3,1,0,79,Serviced Residence,0,Fully Furnished,0,Built-up,850
19,Cheras,246400,3,1,1,36,Apartment,2,Unfurnished,0,Built-up,452
42,Kepong,750000,2,2,3,80,Serviced Residence (Corner),1,Partly Furnished,0,Built-up,1292
27,Dutamas,980000,3,2,2,55,Condominium,1,Partly Furnished,0,Built-up,1451
50,Mont Kiara,1120000,2.5,3,0,79,Serviced Residence,0,Fully Furnished,0,Built-up,1650
14,Bukit Jalil,1000000,3,2,2,79,Serviced Residence,0,Fully Furnished,0,Built-up,1170
27,Dutamas,1150000,2,2,2,55,Condominium,1,Partly Furnished,0,Built-up,1799
64,Sentul,640000,3,3,2,55,Condominium,2,Unfurnished,0,Built-up,1630
64,Sentul,525000,3,2,2,55,Condominium,1,Partly Furnished,0,Built-up,1363
32,Jalan Klang Lama (Old Klang Road),600000,3,2,2,79,Serviced Residence,0,Fully Furnished,0,Built-up,716
14,Bukit Jalil,2380000,3,6,3,20,3-sty Terrace/Link House (Corner),1,Partly Furnished,1,Land area,3272
19,Cheras,348000,3,2,1,40,Apartment (Intermediate),2,Unfurnished,0,Built-up,820
65,Seputeh,648000,3,2,2,59,Condominium (Intermediate),0,Fully Furnished,0,Built-up,1025
19,Cheras,468000,3,2,2,83,Serviced Residence (Intermediate),0,Fully Furnished,0,Built-up,950
19,Cheras,350000,3,2,1,37,Apartment (Corner),0,Fully Furnished,0,Built-up,840
27,Dutamas,465000,1.5,2,1,56,Condominium (Corner),1,Partly Furnished,0,Built-up,1326
14,Bukit Jalil,2600000,3,4,3,55,Condominium,1,Partly Furnished,0,Built-up,3260
72,Sungai Besi,358800,3,2,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,800
72,Sungai Besi,458800,3,3,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,1045
72,Sungai Besi,358000,3,3,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,800
72,Sungai Besi,348000,3,2,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,800
72,Sungai Besi,358000,3,3,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,800
72,Sungai Besi,358800,3,2,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,800
72,Sungai Besi,358800,3,2,1,79,Serviced Residence,0,Fully Furnished,0,Built-up,800
38,KL Eco City,850000,3,1,0,55,Condominium,1,Partly Furnished,0,Built-up,657
